author,body
Mike_Rogers99,Petition in the father's thread - Sign it! #parenting #parentsrights
CR_RefBapt,@CollinRugg @realpeteyb123 Right?? Screw this system man. GPS tracking? Yeah... the govt probably has eyes on that too. I don't want some spook tracking my kids. They can get wrecked. #ParentsRights
NHRthatBBQs,@travis4nh Public school failed the children again.\n#parentsrights \n#SchoolChoice
CeCesIdiot,"I was born in 1983. Raised in the '80s and '90s. Walked to school about a half mile away from the time I was 5. Rodar bikes several miles away by the time we were 7 or 8. I have six kids and I'm super protective, but this is nuts!!\n#ParentsRights #CPS #DFS #Tyranny"
IowaMutt76,@LinnMarCSD @LinnMarHSIowa @LinnMarChoirs @Linnmarwrestlin @LinnMarBC \n\nLinn-Mar remains quiet about trans-flag wearing teacher in a dress\n\nParents deserve answers! #ParentsRights #LinnMar \n\nhttps://t.co/cv03gFPqYQ
Oregon_GOP,Government overreach. #parentsrights
GoLionsTigers,"ESAs are vital for our kids in today's system \n\nLet's empower parents to choose the best education for their children, not the bureaucrats \n\n#EducationReform #ParentsRights"
arribas_june,#hospitals #ParentsRights #InformedConsent #SaveTheChidrenWorldWide
ImmortalMadDog,Defending Parents' Rights: An Urgent Conversation\n#ParentsRights #ChildWelfare #FamilyValues #ProtectParents #EducationRights #ParentingIssues #ChildProtection #SocialJustice #FamilyEmpowerment #ParentingAdvocacy https://t.co/Q18AwBht7V
katerina5k,"""@BethBourgeois @marlene4719 We demand that politicians stop usurping #ParentsRights &amp; stop promoting gender affirming healthcare for MINORS. Was it a coincidence that Kamala picked Tim Walz, a governor whose state is a sanctuary for minors seeking gender affirming \""healthcare\""? We must protect kids!"""
NHRthatBBQs,@kjbaker Everything worth fighting for.\n#education \n#freedom\n#parentsrights
unitedjus,"""\""Parents deserve the best for their little ones. If you’ve been affected by contaminated baby formula"
DougDante1,Disabled parents say their child in foster care was sent to the emergency room and they were told whatever was wrong with their child was their fault because of their disabilities. Look @OIGatHHS @HHSOCR @realDonaldTrump @POTUS  #Disability #ParentsRights https://t.co/JdRLSOCrxe
rwg2024,"""#LiberalElites: \""Being a parent today is a nightmare!\nWoke schools teach my kids to hate me for my skin color"
MistralWinds,"The State of California has no business trying to be any child's parent.\n\nJust ask Gabriel Fernandez and Anthony Avalos. Oh wait, you can't, because they're DEAD. CALIFORNIA FAIL.\n\n#Newsom\n#California \n#ParentsRights\n\nCheck out Sylvie Jean's video! #TikTok https://t.co/OKXekfmrgW"
endlibtyranny,"@Heritage @Gundisalvus Government overreach knows no bounds! First, they try to indoctrinate, now they want to force speech? Not on our watch! #FreeSpeech #ParentsRights"
47th_Presidency,"🇺🇸 6. Educational Freedom\nAgenda 47 champions parents’ rights in education. Trump will push for school choice and policies that let parents have a say in what their children learn, free from divisive ideologies. #SchoolChoice #ParentsRights"
NewsFromCCT,"""ICYMI: \""Time to support parents' rights.\"" An important discussion on empowering families in our community: https://t.co/NARbNodlaV #Opinion #ParentsRights #Community"""
PalmosPoli34042,0
NewsFromCCT,"Nancy Churchill shares insights on Washington’s Parents’ Bill of Rights, urging parental input on student privacy vs. transparency. https://t.co/NARbNodT0t #ParentsRights #EducationPolicy #LocalNews #ClarkCountyWa https://t.co/cXlMJl9sSn"
OurDutyCanada,This is happening all over North America.  Sometimes the school will mess with the wrong Mother @JanuaryDoNoHarm!!\n#NoSecretsInSchools\n#ParentsRights
IowaMutt76,@IAGovernor @AGIowa #NeverAgain #DefundPublicSchools #ParentsRights
katerina5k,"""@johnnymaga Yes #TimWalz is awesome. As Governor of #Minnesota, he made his state a sanctuary for MINORS seeking gender affirming healthcare, usurping #ParentsRights. He also allowed the book \""Gender Queer\"" to be on middle school library shelves. Woo hoo! What an awesome bro!\n#LeaveKidsAlone"""
katerina5k,"""@TONYxTWO It's about time! Gov #TimWalz made his state of #Minnesota a sanctuary state for MINORS seeking gender affirming healthcare, usurping #ParentsRights. He allowed the book \""Gender Queer\"" to be in middle school libraries. He &amp; #KamalaHarris clearly have an agenda for America's kids!"""
GoLionsTigers,School choice is about giving parents the power to decide what's best for their kids. \n\nLet’s keep our kids away from the nonsense in some public schools! \n\n#ParentsRights #EducationReform
parents_canada,"A huge thank you to all of our speakers, panelists and attendees who helped make the November instalment of the National Parents Rights  Virtual Summit another success!\n#ParentsRights"
DeJayRevardo,#politics #trumprally #parentsrights #greenscreen #duet #news #funny #am... https://t.co/mDL4Eli9zi via @YouTube
katerina5k,"@KamalaHarris Will you protect athletic opportunities for our girls? You haven't really addressed this issue during your brief campaign. We only know that your VP #TimWalz has made his state of #Minnesota a sanctuary for MINORS seeking gender affirming healthcare, usurping #ParentsRights.🤨 https://t.co/hcP7UG7RB2"
POK_NOW,🔥NEW EPISODE🔥Protecting Our Religious &amp; Constitutional Liberties with guest Robert Tyler from @advocates4faith Watch here on our Youtube Channel➡️ https://t.co/N3VELPEPjz \n\n#schoolchoice #ParentsRights #education @RealJackHibbs @charliekirk11 @RealJessTapia
katerina5k,"""@Victorshi2020 Our future under #KamalaHarris &amp; #TimWalz will probably result in the further destruction of women's sports, and #ParentsRights being usurped by govt in order to provide gender affirming \""healthcare\"" to confused MINORS. More crime"
malc0ri,"""Read my opinion piece on the chemical castration of children in the West, \""There’s No 'Undo' Button in Life\"" only on Medium: https://t.co/RXoheVNpJX\n#genderideology #childabuse #parentsrights #culture #CriticalThinking #transition #BASED"""
_LeahIsMea_,"@Tim_Walz Repeal this draconian law and give parents their children back to experience normal, healthy human puberty as God/nature intended. #parentsrights #transmania #protectkids #healthybodies"
katerina5k,@kev87553 Does it bother you at all that #KamalaHarris hasnt been asked to clarify HER position on gender affirming healthcare for minors? #TimWalz usurped #ParentsRights by making his state a sanctuary for trans minors. And where does Kamala stand on men in women's sports? She's a dodger!
IowaMutt76,@IAGovernor @AGIowa @MercyOne_Iowa @UnityPointDSM @TheIowaClinic #VaccineDeaths #VaccineInjuries #ParentsRights #SaveTheBabies
VoteBowles4PUSD,Wow! This is why we fight for our children!🇺🇸🎓\n#schoolchoice #parentsrights
Julie4TX,Another reason to ban tax-payer funded lobbyist! Using hard working Texan's $$$ to lobby against public school funding &amp; against Parent's Rights. Thank you Sen. @mayes_middleton for leading the fight to ban tax-payer funded lobbyist.🇺🇲🦅 #ParentsRights #NotYourMoney
katerina5k,"#TimWalz made his state of #Minnesota a sanctuary for MINORS seeking gender affirming healthcare, usurping #ParentsRights. Will #KamalaHarris require EVERY state to provide minors w/cross-sex hormones &amp; genital mutilation? We don't know b/c she's dodged this topic. \n#CNN #MSNBC"
Paulina8421,#ParentsRights #children #Parents #Moms #Dads \n#Truth  #MAGA #Trump #usa #Trump2024Vance
RevealResist,Omg this would be AMAZING!!! #homeschool #parentsrights
DreamingRaven3,@BillboardChris @megynkelly @billmaher Thankyou both for honest communication where the heck has that been these days !! #StandUpFor mChildren #ChildrensRights #ParentsRights God does Not make mistakes let Children grow up safely
BigJMcC,"For the #ParentsRights crowd.\n\n@hannahrudderham There were some statistics that stood out to her. One-third of respondents, she said, didn't think they had an adequate understanding of sexually-transmitted infections, consent or online safety. #Policy713 \nhttps://t.co/lsXYIi7tnw"
RobSellersOK,Finally getting traction on families being able to find affordable education options for their children. \n\n#SchoolChoice \n#ParentsRights
OurDutyCanada,Parents can make a difference!  This group of diligent parents have secured the right for public participation in school board meetings- as it should be.\n\nThank you for all you do @DDSBParents \n#ParentsRights
myopinionvote,"""#LiberalElites: \""Being a parent is a blessing"
JuliewithPALs,Solid parenting right here. Parents: Never be complacent. Ask all the questions. Be involved (not with the PTA) and informed. #parentsrights \n\nhttps://t.co/P87YmTtHiz
Darol04148682,#parentsrights\n https://t.co/AlaDDJiSfs
s_races,#parentsrights? #definitionsareimportanttoknow #liberalsvsconservativesc... https://t.co/6nEm6qt9Dn via @YouTube
katerina5k,@BehizyTweets Muslim Americans should also trust President Trump when it comes to protecting #ParentsRights regarding their children and the gender affirming healthcare agenda that's being promoted in public schools.
rwg2024,"""🤬 Being a parent today is a nightmare!\nWoke culture wants to take away my rights, label me a bigot for disciplining my kids, and force them to learn BS \""gender studies\"" instead of math and science.\n#ParentsRights #WokeCultureWar #StopTheMadness"""
katerina5k,Do #NewYork's Progressives WANT people to leave the state? Is that the plan? They pretend #Proposition1 (the Equal Rights Amendment) protects women's reproductive rights but that's ALREADY state law! It will usurp  #ParentsRights &amp; destroy girls sports.\n\nhttps://t.co/cLKDArNC9O
katerina5k,"Instead of platitudes, tell us how YOU plan to protect #NewYork's female athletes &amp; inmates. Do you feel the rights of men to be in women's spaces outweighs women's safety? Will NY become a sanctuary state for MINORS seeking gender affirming healthcare? #ParentsRights matter!"
CuriousSquirre,About time! #ParentsRights
GiveTimeScot,"This whole situation is unfair and a total breach of democracy and children's rights, despite the law, we need those MSPs to fight for our right to democracy and to uphold our rights.  #NorthLan #SchoolBusCrisis #ParentsRights #ChildrensRights #LocalDemocracy"
katerina5k,"""@AreMond2 \""But he lies...\""\n\nSo Dems never lie? How many times has #KamalaHarris lied abt Charlottesville? Abt the border being secure? Why hasn't she been asked abt protecting the rights of female athletes? #TimWalz trampled #ParentsRights by making his state a sanctuary for trans minors!"""
freedom_usa__,"@elonmusk @pmarca Hey @elonmusk (unrelated to this post, however…) You are so forward thinking that I’m asking you for your thoughts on my scenario: what might one do to get the attention of @realDonaldTrump re: #educationalrights #parentsrights https://t.co/6HIJYIlCNq"
DallasJusticeN1,@GabsClark5 Yeap voting Red with a top down approach. Enough.\n\n#PublicSafety \n#ParentsRights https://t.co/sF0BHVP80L
fathers4J_SA,Are you being unreasonably denied contact with your children? \nFor assistance Contact us today for all your mediation and litigation requirements.\nRequest a Consultation \nContact us at info@f4j.co.za\n#fathersforjustice #fathersforjusticesouthafrica #parentsrights https://t.co/rOD8kSK4gV
katerina5k,"""@FrankAmari2 @NewYorkGOP @EliseStefanik Where are the protections for #ParentsRights? We've heard way too many #TransRegret stories from young adults who felt they were rushed onto cross-sex hormone therapy w/o adequate counseling &amp; then received irreversible surgeries. #NewYork promotes this as \""healthcare\""."""
Flyonth85407331,"#Colorado  Let's look at prop 79 differently. Let's set aside, if possible, all abortion anytime issue.\n\nTHE BILL REMOVES AGE OF MAYORITY.  #PARENTSRIGHTS\n \nThere has to be a lawyer out here to investigate and comment!"
WhatAWeekNEPA,Parents Deserve Answers: The Truth About COVID Vaccines\n#COVIDVaccines #ParentsRights #SchoolBoardAwareness #RobertMalone #ChildHealth #VaccineSafety #MedicalExperts #TransparencyMatters #HealthChoice #COVID19 https://t.co/x5Tl4AR3Md
LizCollet,Did You know the story of Cheree Peoples and her daughter and what happened to them? I did not til now.... I'd love to know how they are living today.\nhttps://t.co/g6WE25hXw2 \n#WithTheSwipeOfHerPen #KamalaHarris #ParentsRights #HumanRights #BlackLivesMatter
V4VGFY,@KamalaHarris - “my values haven’t changed”\n\n#MAGA + #MAHA = #ParentsRights
katerina5k,"If your daughters enjoy sports, if you have high achieving Asian kids, if you care abt #ParentsRights, VOTE NO on #NewYork's Prop. 1, #ERA, which legalizes discrimination.\n#NYC #Brooklyn ##Queens #StatenIsland #Bronx #Manhattan @BOENYC @NYCitizensAudit \n\nhttps://t.co/DH2DTxSiiL"
DennisCi38,@jewkidsotb @JanaGaleNY This will erode #parentsrights #awake
web3willbefree,"If a child wants a sex change, that's their choice. But if schools push agendas without informing parents, I’ll fight back. Parents matter! #ParentsRights"
BigJMcC,"Okay, Joe Biden being pummelled by Trump in the now infamous debate was a “senior citizen being assaulted”.\n\nThe premier of New Brunswick being criticized for his attack on #TransKids was a critical reminder that there are no #ParentsRights in the Charter. Only children’s rights."
GideonSbre,Another School Board that needs to be sued and fired!\n\n#NC #ParentsRights
CCHR_Florida,"""Using the checklist for \""ADHD"
FinalTelegraph,"@hodgetwins Leftist school boards now arrest parents for protecting kids from indoctrination? If they're silencing us at meetings, imagine what they're teaching in classrooms! #ParentsRights #WakeUpWakeCounty"
mariluniluni,"@ProjectLincoln @JDVance is NOT saying women should stay married to physically abusive men, you ghouls.\n\nThe only party that condones grooming, rape, and abuse of women and children is the Democrat Party.\n\n#ProtectYourChildren\n#ParentsRights\n#TrumpVance2024TheOnlyChoice \n\nhttps://t.co/SaSTckYgSr"
CCHR_Florida,"""Using the checklist for \""ADHD"
katerina5k,"""@messer71 @TONYxTWO People who are confusing children about their bodies &amp; encouraging them to seek gender affirming healthcare are sick. #TimWalz signed a law making #Minnesota a sanctuary state for MINORS seeking trans \""healthcare\"" (usurping #ParentsRights). #KamalaHarris hasn't been asked abt it."""
CaliChick777,"WEIRD CREEPY @Tim_Walz is anti-American. He’s the #MinnesotaMarxist who wants to give confused children puberty blockers, cross-sex hormones, &amp; genital mutilation surgery without parental consent. #TransgenderAgenda \n#ParentsRights #TrumpVance2024 \n#Trump2024AmericaFirst"
CharlesHamerle,.@wjxt4 We’re turning you off. 3 pro-abortion ads in a row is too much evil for us to handle. #VoteNOon4 #ParentsRights #Abortion
kynda_b53259,"@RyanWaltersSupt The Bible. Full of rape, incest, infaticide, prostitutes, murder, human sacrifice, brothers killing each other, feeding people to lions, ficticious Saints fighting dragons for princesses. But sure. Force your violent fantasies upon MY children? Where's the #parentsrights in that?"
fatshimetrie,"🌟 New ruling by the Sharia Court in Magajin Gari, Kaduna! Man banned from entering his ex-wife's bedroom following a controversial divorce. What do you think? #ParentsRights #IslamicLaw #Commitment 💬 https://t.co/VDMavV139D"
CCHR_Florida,"""Using the checklist for \""ADHD"
CCHR_Florida,"""Using the checklist for \""ADHD"
jrs76,"""Kamala Harris says \""that as president she’d oppose the wave of state laws that bar preschool and elementary school teachers from indoctrinating children about sexual orientation and gender choices.\"" #parentsrights  https://t.co/y3o0UCyNAP"""
JulieHinaman,It’s #BannedBooksWeek \n❤️📚\n@TXFreedomRead \n@FReadomFighters \n#ParentsRights \n#Literacy \n#FactsOverFear https://t.co/CGxgILjyYd
CCHR_Florida,"""Using the checklist for \""ADHD"
katerina5k,"@BluInnocence @KennyJatboulder @TheLibProj How is she on YOUR team when she remains silent as biological males rob REAL women of sports scholarships, awards, and team opportunities? If you have kids, her VP #TimWalz turned #Minnesota into a sanctuary state for minors seeking trans healthcare, usurping #ParentsRights."
SnyderforFL,"When the gov't steps in with new laws, mark my words, someone's getting the short end of the stick. And who's first in line? Parents. Every. Single. Time. They're the real targets. #GovernmentOverreach #ParentsRights"
CJsSayingIt,"""@danmccay It's funny, I thought you were all about #ParentsRights but it seems that you only want that to apply to what you want. \nOf course the majority of Utahns know that, but it's still pretty \""interesting\""."""
bgwaters2,@libsoftiktok @eusdtweets This kind of person is outright scary! We need to protect our children and protect our rights as parents! \n#ProtectOurChildren #ParentsRights!
FloridaERLC,"""Today's ShAow\n\nCyber Attack: Exploding Pagers Maim Thousands Of #Hezbollah Terrorists \n\nTom Atema \""@HeartForLebanon\"" Ministry\"" On War Watch\n\nRabi @Jonathan_Cahn's new book #THEDRAGONSPROPHECY\n\nDr @AlexMcFarland on Public Schools Gender Mandated Policies Violating #ParentsRights https://t.co/TTgL44gcYS"""
katerina5k,"#KamalaHarris has yet to state her position on gender affirming healthcare for MINORS. Her VP pick #TimWalz, usurped #ParentsRights by making #Minnesota a sanctuary state for kids seeking puberty blockers, top/bottom surgeries. @elonmusk @realDonaldTrump \n\nhttps://t.co/fly7pEAQ8o"
tenant49273533,"""Right to Appeal (Section 51)\n\n\""Under the Children and Families Act 2014"
CCHR_Florida,"""Using the checklist for \""ADHD"
IowaMutt76,@IAGovernor #DefundPublicSchools #ParentsRights #GROOMERS #WokeSchools #AnkenyDragShows
Michmatty2099,"""But people would have no problem if that \""person\"" had a child and took them out of a white Christian mans class 🙃🤡\n\n#ParentsRights over #Feelings and #DEI"""
swaffarcongress,"Parents need to question everything regarding vaccines, the schedule, ingredients and obtain a health religious exception as a priority. \n@RobertKennedyJr\n#MedicalFreedom\n#VaccineInjuries\n#ParentsRights\n#ProtectTheChildren\n#ProtectOurFuture\nhttps://t.co/lIUk0SQ9wi"
CCHR_Florida,"""Using the checklist for \""ADHD"
schotziejlk,#California ... what an insane state.\n#Parents \n#parentsrights \nSad. https://t.co/bZtZsGih6G
CCHR_Florida,"""Using the checklist for \""ADHD"
Rockenjud,"My 12 y/o can't drive, drink, date, smoke, vote, can't work or have her own credit card unless I put her in mine. Cant have email account unless I'm watching. Can't watch a pg13 movie without me. But She's old enough to make medical decisions?? NOPE. she Can't!\n#parentsrights"
FloridaChris90,"⁦@GlennYoungkin⁩ is spot on! #ParentalRights #ParentsRights should take precedent over the government when it comes to children’s education \n\nGlenn Youngkin faces boos, jeers from liberal audience as he spars with Texas journalist on education https://t.co/ok5B4sYiZl"
