author,body,datalegacylang
KeveuneT,"""@skarjay92 @CiaranDanielz TRAnslation of your bullshit: \""you refuse to bow down to #genderideology\‚ and that does irritate me\"".""",en
museumsireland,Attempted deflection backfires epically!     1: Children being left to die in agony of scoliosis etc.  2: Chemical &amp; physical castration/ genital mutilation of our young\‚ for #GenderIdeology.  3: Aborted babies left to die  4: Parents fleeced by the #ClimateScam.  5: #HumanTrafficking https://t.co/qklLzLFlgN,en
janedoe_iii,Reminder on this so-called #TransDayOfVisibility that #GenderIdeology has its roots in the #BabylonianTalmud\‚ a book that the #KhazarMafia and their cohorts use to excuse their crimes against humanity.    Continued support despite this exposure means you are a Zionist by proxy. https://t.co/PNdsN05pfX,en
svanemand,Get OUT - go home!    #Genderideology #TRANSmania🔚,en
PPSergiusV,Gender ideology is bullshit! #GenderIdeology. #Bullshit.,en
rainbowsnook,We still need to root out #GenderIdeology embedded by TRAs in so many sporting bodies &amp; institutions - good luck @wsusportsunion taking every last one to court @parkrunUK   @Sport_England  @fairplaywomen #SaveWomensSports #SexNotGender #NoToSelfID #RestoreSafeguarding #GetTheXYOut,en
svanemand,""".... \""claims\""??  #JKR knows\‚ it\'s a fact - I know\‚ it\'s a fact -  WE ALL know it\'s a #FACT!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!  #Genderideology is a veryvery bad joke:  Pure\‚ hurting and damaging #TRANSmania😬""",en
NeuroPoppi39435,Great video put together by @sexrealitybites  https://t.co/QhDeaRfNxU    #gendercritical #trans #genderideology #terf,en
GrannyMary59,#NotOurCrimes  #SexNotGender  #GenderIdeology  #MyFeelings 🙄,qme
museumsireland,Are we looking at the same vulnerable demographic groomed by the #GenderIdeology zealots for potential nEUtering?    #EUthanasia     https://t.co/sY4Mzrmirk,en
GrannyMary59,#Genderwoo  #GenderIdeology #IrishEducation,qht
TheArbourist,🧠♀️⚠️Gender Ideology\‚ Female Boundaries\‚ and the Turn to Coercion    When reality will not bend\‚ ideology reaches for pressure. This essay tracks how a politics of inclusion becomes a politics of override. #GenderIdeology #WomensRights #Politics https://t.co/9vNJ5a5Sml,en
museumsireland,"""The people complaining about infringing sex offenders\' \""rights\""\‚ have no problem with the chemical castration of children.   The exact same drug \'Lupron\' (Leuprorelin) used to prevent r4pe\‚ is used to nEUter vulnerable children under the bogus pretexts of #GenderIdeology.""",en
museumsireland,@sjholmesirl @ESBNetworks @ibec_irl The #ESB has too many badly wound transformers.    #GenderIdeology https://t.co/EO3doz25AJ,en
rainbowsnook,Thank you for standing up for safety\‚ dignity and privacy. We all know there are only two sexes.  #GenderIdeology is misogynistic and homophobic @NHSuk @NHSEngland   Good luck @DarlingtonUnion #SexNotGender #NoToSelfID   #IStandWithDarlingtonNurses,en
VicIsherwood,"""@cranky_and @genderisharmful @TamsinLisa @CambridgeWords They\'re like the remorseless seagulls in Finding Nemo - \""Mine! Mine! Mine!\"" #TRAs #GenderIdeology""",en
julie86905895,📷 This little boy is from Japan — his Instagram username is @genderless_ren.  #WNBA #WokeMadness #GenderIdeology #ClownWorld #TruthMatters https://t.co/RbsXGOMNSA,en
rainbowsnook,Once people have googled #Autogynephile #AGP\‚ the spell of #GenderIdeology is broken\‚ the dam breaks and the truth comes flooding out. There’s no going back.  #SexNotGender #NoToSelfID #TransIsALie #JustSayMan #LeaveTheKidsAlone #SupremeCourt #199DaysLater,en
RA_Whipple,@JeffYoungerShow @elonmusk #DEI #GenderIdeology #SocietalBreakdown,qme
GatewayHispanic,💬 Margarita de la Pisa Criticizes EU Gender Ideology as “Betrayal of Women”    💬 Margarita de la Pisa critica en el Parlamento Europeo la ideología que “traiciona a las mujeres”    #MargaritaDeLaPisa #EUParliament #GenderIdeology #WomenRights #FamilyValues #EuropeanPolitics,es
Roisin_Ni,@independent_ire Deputy Ken O\'Flynn gives The Irish Political Roundup an exclusive interview     #GenderIdeology -#Tusla   #ChildTrafficking /  #HumanTrafficking - #HALAL #Meat #IrishWater   #Costoflivingcrisis    #housingcrisisireland.    https://t.co/YNZfLf1vQF,en
dianapop,#GenderIdeology #TransIdeology,qht
OttawaDaddy,@OttCatholicSB But yr definition of girls includes some boys. #ocsb #genderideology #beocsb,en
SovereignLove9,@10DowningStreet Not a chance 🤣 Ask your fellow p€D0-protector pal @JohnSwinney how his Scottish \'educators\' are contaminating children with sick #genderideology and #dragqueenstorytime #transgenderagenda #transhumanism,en
rainbowsnook,Please support Eldur @justgayice if you can\‚ or share his fundraiser. Gay rights activist has been targeted &amp; abused for rejecting #GenderIdeology One of the few gay men with the guts &amp; principles to stand up for women\‚ LGB &amp; kids 👏#FirstDoNoHarm #LGBWithoutTheTQ #SexNotGender,en
GatewayHispanic,🤖⚡ Transformers: Earthspark on Netflix Sparks Controversy Over Gender Ideology    🤖⚡ Transformers: Earthspark en Netflix genera polémica por ideología de género    #TransformersEarthspark #Netflix #GenderIdeology #LeaveTheKidsAlone #Family #Childhood https://t.co/76l8KSm9yp,und
GatewayHispanic,📺⚠️ Netflix Faces Criticism for Promoting Progressive Messages in Children’s Programming    📺⚠️ Netflix enfrenta críticas por promover mensajes progresistas en programación infantil    #Netflix #ChildrensProgramming #GenderIdeology #ParentalRights #FamilyValues #MediaInfluence https://t.co/qoS2AIkSa5,ca
svanemand,#Genderideology vs the rights of other #HumanBeings.  Thank you\‚ #FaikaElNagashi!!!,en
hermanopabloec,¡HOY jueves a las 18:30 hrs. únete a esta transmisión en vivo donde exploraremos la ideología de género!   ¡Ven con tus preguntas y opiniones!   Interactúa en el chat\‚ comparte tus experiencias y contribuye al debate respetuoso.   Todos invitados. #GenderIdeology #CancelNetflix https://t.co/A0HffK1oGC,es
ChristianPost,CP’s third “Unmasking Gender Ideology” event brings together families and experts to expose the harms of trans ideology\‚ urging truth and compassion for affected youth.    #GenderIdeology #ProtectChildren #TransDebate #TruthAndCompassion #CPEvent  🔗 https://t.co/90o91yJxOI https://t.co/9eIfARJNUT,en
svanemand,👋🤩🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌  Thank you and very best of LUCK\‚ you good guys!!!💚    #Genderideology is dangerous and twisted. So is #Transactivism.,en
MicheleBence1,@AFLFinals_     Im kinda digging 🤪   #SnoopDogg   #genderideology,en
MicheleBence1,I sincerely hope the Catholic Church in Victoria stays strong over this.  #genderideology  #HoldTheLine  #nonbinary    Source: The Guardian   https://t.co/9AN4mx7slF,en
ElfHire,The Duplicity of Wes Streeting\‚ by @JamesEsses https://t.co/6TFyjmfJot His speech reveals deep ideological bias. From minimising risks of puberty blockers to erasing biological reality\‚ this is not safeguarding\‚ it’s duplicity. #GenderIdeology #Safeguarding,en
MShipworth,4/ The pernicious attempts of LGBTQ+ networks to influence research and government information sources is now well understood. #GenderIdeology #QueerTheory #LivedExperience - what happened to impartiality? https://t.co/tLjQ1t3i7U,en
xScarlett02,I left the left. Left the trans ideology. I am finally me. #detrans #trauma #genderideology #selfhelp #conservative #Republican https://t.co/yj7KnzHxPA,en
GraniteDiscours,Former special education teacher shares concerns about autistic girls being influenced to identify as transgender after attending GSA meetings\‚ highlighting the lack of mental health support and the tragic consequences of hormone therapy. #GenderIdeology @Sidewalk_Steve https://t.co/TTPzS7vrWh,en
therationalf,Climate change is real.  Vaccines don\'t cause autism.  Gender is biological.    #genderideology #woke #leftwing #rightwing #science #facts,en
Love_Devotions,This heroic lady who is so brave to raise the issue out deserves to be awarded for standing for the right side of morality\‚ preserving a great humanity value and preventing #GenderIdeology #Transgender #Cult teaching.    @realDonaldTrump @JDVance,en
worldviewin5,Christian foster parents sue Massachusetts over gender ideology  Two Christian couples were barred from fostering more children because they won’t support “gender transitions.” Now they’re suing.  🔗 https://t.co/rPiF030JIw  #ReligiousFreedom #FosterCare #GenderIdeology,en
rainbowsnook,#TwoTierPolicing is blatant:  #TRAs brandishing threats to kill women &amp; blasting out noise at damaging levels to drown women’s voices? “Carry on sir.”  Speak out against #GenderIdeology? Expect to be harassed / charged  #SexNotGender #TransIsALie #LeaveTheKidsAlone #LGBWithoutTheTQ,en
watchfuldyingin,#GenderIdeology is not a tenat\‚ but it has completely infiltrated every aspect of society as though it were truth.     I didn\'t realise what was happening until it was too late. I didn\'t get in there quick enough that WE DON\'T BELIEVE in your pseudoscience religion. https://t.co/9JbHp2CRx2,en
WorldImperative,@elonmusk Parents can absolutely opt out of schools in @Seattle that insist on teaching fraudulent #GenderIdeology.    They can home school their children\‚ create a cooperative home-schooling group\‚ if necessary to address logistics and parental schedules.,en
rainbowsnook,#GenderIdeology gives men free pass to harass\‚ bully &amp; intimidate women. @metpoliceuk choose to prioritise “trans rights” over safety of women &amp; girls. Funny how #TRA tweets\‚ even threats to kill\‚ never meet threshold for action #TwoTierPolicing #TransIsALie #IStandWithGlinner,en
rainbowsnook,@metpoliceuk “have become players in the activists’ capture of institutions” #GenderIdeology #QueerTheory   #SexNotGender #TransIsALie #NoToSelfID #TwoTierPolicing #FreeSpeech #TransWomenAreMen #SupremeCourt #IStandWithGlinner,en
rainbowsnook,@metpoliceuk steeped in #GenderIdeology\‚ indifferent to #TRAs abusing\‚ intimidating\‚ making death threats to women &amp; LGB\‚ both online &amp; on the street  Apparently this “doesn’t meet the threshold” or “insufficient evidence” #misogyny #TransIsALie #IStandWithGlinner #TwoTierPolicing,en
america_pulse,The prioritization of identity politics can overshadow the concerns of some religious groups. Pushing gender ideology into schools and telling children that not affirming it is harmful can feed instability and violence. #IdentityPolitics #GenderIdeology https://t.co/aiaAsdmlF8,en
rainbowsnook,Coercive control &amp; compelled speech enforced via #GenderIdeology #QueerTheory #Misogyny  #ThisIsTrans #TransIsALie #JustSayMan #DareToBeHonest  #DrUptonIsAMan #TheoUpton #SexNotGender #NoToSelfID #IStandWithSandiePeggie,en
rainbowsnook,“It’s right that #TheoUpton &amp; @nhsfife are co-respondents. They are culpable equal partners” in the misogynistic witch hunt driven by #GenderIdeology #QueerTheory #Misogyny  #TransIsALie #DrUptonIsAMan #DareToBeHonest #JustSayMan #SexNotGender #NoToSelfID #IStandWithSandiePeggie,en
BeanSheMise,@Pancholeftty @Martina @Martina has been speaking out against #GenderIdeology for years now\‚ including during the #Biden administration.  A quick glance at her timeline would tell you that,en
_XXWomanXX_,@OVERTHEWALLCamp is a charity for disabled children. Their \'inclusion\' policy excludes disabled children if their parents don\'t agree with the board members views on pronouns &amp; transgenderism. How utterly despicable. #SexMatters #InclusionIsExclusion #genderideology #TransIsALie,en
TheScelata,"""Whichever side of the \""contentious\"" issue of #genderideology you\'re on\‚ READ THIS.  It\'s long\‚ but please\‚ for your own sanity\'s sake\‚ read it""",en
Diogenes3000,Fu€£ You\‚ @jaketapper.  #GenderIdeology is insanity.,en
RefuseToPretend,ABSOLUTELY! I also believe when you pump a male body full of female hormones or a female body full of male hormones- it affects the brain\‚ increasing the mental illness and instability.   #trans #LGBTQ #Genderideology,en
marcvelitrae,"""@charlesmurray Part of tackling #GenderIdeology is not just government policy\‚ but the words we allow into public discourse uncontested. \""Gender Affirming Care\"" and \""Assigned at Birth\"" are two of them. True GAC would be counseling &amp; hormonal supplements if necessary to accept your sex as is.""",en
Diogenes3000,HIM! HIM! TransWomen are #men!  HE shot up a church.  HE killed 2 children.  HE was mentally ill.  #GenderIdeology is a mental illness.  @nypost   https://t.co/dzsvg9bbp9,en
MarcoMendozaMx,Y por eso las personas que transicionan de hombre a mujer no deben/pueden competir en deportes exclusivos de mujeres☝️  #trans #genderideology #lgbtq,es
worldviewin5,D.C. hospital ends transgender drugs for minors  Children’s National Hospital will no longer offer transgender drugs to kids.  Several hospitals have followed suit since Trump’s executive order.  https://t.co/5tJMNhE34X  #ProtectChildren #GenderIdeology,en
nikinikniknikk,the rest of us have a right to refuse to adopt your jargon #GenderIdeology,en
Moms4Liberty,"""🚨Hope Alert: Under the leadership of Secretary Robert Kennedy\‚ Health and Human Services (HHS) terminated a $12 MILLION federal grant earmarked to fund California\'s sex education program after CA refused to remove \""radical #genderideology\"" from its curriculum.👏🏽 https://t.co/Ec4hEqVLek""",en
UnbelievedTruth,@JacintaAllanMP What a lying predator you are!! Get rid of your radical #GenderIdeology push on 4 year olds and removing children from parents that won\'t go along with your #Pedophile CRAP?  And what about banning praying for gender confused and other mentally ill folks?  YOU\'RE A DISGRACE!!,en
DominicTV,Schools are being destroyed by gender ideology. 🚨    Dominic Carter broke it down on his midnight show—don’t miss it.    📻 The Dominic Carter Show  Weekdays: 3PM &amp; 12AM EST  770 AM | https://t.co/7nRn3v9KwL | #77WABC Radio App    #GenderIdeology #EducationCrisis #NoSpin #DominicCarter,en
RaesGamma,I\'ve been really MIA but I think I might be finally back in the head space to start speaking up more again.     Again I say\‚ how dare they groom a child to believe they are anything less than the Woman or Man that they are meant to become?     #genderideology #virginia #unitedstates https://t.co/AqoY1w03uI,en
aefondms,@Glinner This was great! I knew most of it\‚ bt was a really good laying out of the main issues we face in our societies now they\'ve been captured by the ridiculous #genderideology we\'re told to go along with. Freedom of belief is still a thing in UK under HRA &amp; we\'re fighting back.,en
Diogenes3000,#GenderIdeology is #ChildAbuse.,und
rainbowsnook,Another @metpoliceuk special constable uses his role to groom kids. This vile predator raped a child - a girl who presented then as a “trans boy”.  Perverts use #GenderIdeology to identify &amp; exploit vulnerable targets.  #ThisIsTrans #TransIsALie #NoToSelfID #LeaveTheKidsAlone,en
rainbowsnook,@HomoLittlest Is interviewer in disbelief at this disingenuous attempt to excuse &amp; extricate herself from the shame of having swallowed #GenderIdeology hook\‚ line &amp; sinker? Too late\‚ transmaiden. You stole rights of women\‚ girls &amp; lesbians for sake of fetishistic men in dresses &amp; bad make-up,en
LiviaNairobi,2/  The same people who claim to “protect women” from #feminism or “#genderideology” are the ones defending men accused of rape and #sexexploitation—Trump\‚ Roy Moore\‚ Kavanaugh\‚ Gaetz— the list is long.    They preach purity\‚ but protect #sexualpredators.,en
MatovinaIvana,Fake progressive kids rights are pro-gender ideology are pro-paedophile ideology.   #genderIdeology #paedophileIdeology,en
LowOnProzac,#TransReligion #wokeism #GenderIdeology,qht
paturious,@RealJamesWoods They make it sound gentle so you forget it is irreversible harm. Strip away the music and the calm voice and you are left with adults destroying a child’s body for ideology.    #ProtectKids #ChildAbuse #GenderIdeology #StopThis #TruthMatters,en
paturious,@RealJamesWoods They call it care\‚ but it’s a cult that preys on confused kids and turns quirks into a diagnosis for mutilation. History will judge it as one of the darkest abuses of children in our time.    #ProtectKids #ChildAbuse #GenderIdeology #TruthMatters #StopThis,en
paturious,@RealJamesWoods They wrap it in soothing music and gentle tones so you forget you’re listening to a description of mutilating a child. This isn’t medicine. It’s ritual abuse dressed up as care.    #ProtectKids #ChildAbuse #GenderIdeology #TruthMatters #StopThis,en
MatovinaIvana,Gender ideology is the missing part of Alice in Wonderland. The silliest part ever: Alice in Australia.  #genderIdeology #australia,en
Francrossi68,Ma non c’è contagio sociale\‚ nooooo!  #genderideology,it
letkidsbekidsnz,Today in South Carolina 🇺🇸 Rep. @NancyMace made this STRONG announcement.   How and when will we see such a strong announcement here in NZ? Then\‚ who will enforce it????   📹 credit @Forbes. #genderideology #parents #letkidsbekids https://t.co/ntyXrYaV7R,en
rainbowsnook,#TransIsALie   #GenderIdeology is #Misogyny  #SexNotGender #NoToSelfID #IStandWithSandiePeggie   #RestoreSafeguarding,und
Andrea_D74,È il #wokemindvirus e #genderideology volute dalla sinistra...,it
Andrea_D74,Soprattutto non #wokemindvirus né #genderideology ...,it
Matthewgeorgegb,What happens when we do not say what is on our minds about our children\'s schools?    What if you do?    https://t.co/ESjvIQvP2R…    #ukeducation #genderideology #schools #freespeech https://t.co/nNjvTLnLkh,en
rainbowsnook,Shame on @nhsfife for subjecting a nurse to a witch hunt for the sake of a self-entitled man &amp; for promoting #GenderIdeology #QueerTheory  If this is how you treat longserving staff\‚ how do you treat patients?   #IStandWithSandiePeggie #SexNotGender #NoToSelfID #RestoreSafeguarding,en
rainbowsnook,People are waking up\‚ despite best efforts of @BBCNews @SkyNews  &amp; all the institutions captured by #GenderIdeology #QueerTheory  Everybody knows what a woman is #XX and they are beginning to realise that #TransIsALie  #SexNotGender #NoToSelfID #LeaveTheKidsAlone #LGBWithoutTheTQ,en
bretto1997,#obama and #genderideology https://t.co/y1NC2RKumG,und
darknessintheg1,#GenderWars?#GenderIdeology? excellent read. https://t.co/UyutPif9zD,en
family_policy,The state of California are prioritizing gender confusion over education?!! Comment your thoughts below! #genderideology #transgender #SaveGirlsSports https://t.co/pN2ostPHwH,en
Thoughtcrimedoc,I trained as a therapist to help kids — not affirm ideology  James Esses speaks out on how gender politics has distorted mental health care.  https://t.co/YRzoFMhXDk via @YouTube   #JamesEsses #CancelCulture #GenderIdeology #Thoughtcrime,en
NeuroPoppi39435,#Trans #genderideology #TransRights #GenderCritical #WomensRights #terf https://t.co/IUq0Pkhvtu,qme
judge148,"""Is \""misgendering\"" someone truly an act of aggression? What if someone genuinely believes they\'re speaking the truth? The clash between personal belief and objective reality gets intense: \""Nothing is objective.\"" #GenderIdeology #Truth https://t.co/WoxAp4Ixjq""",en
winter_fre23171,People can\'t drink alcoholic drinks in America until the age of 21 (but send go to war when 18)     Why then is it okay to mutilate young children with gender altering surgeries\‚ that are irreversible?    Does that make sense?    #transgender #GenderSwap #genderideology #genderbender https://t.co/ZCA5a6PgB1,en
rainbowsnook,Deprogramming manual to get #GenderIdeology #QueerTheory #Stonewall out of @NHSEngland @NHSuk @nhsfife  @wesstreeting @ukhomeoffice @drlukeevans   #SexNotGender #SexMatters #NoToSelfID #IStandWithSandiePeggie,en
darknessintheg1,"""How ironic it is when trans advocates spout the \""be kind\"" mantra.This from some of the most unpleasant\‚bitter and intolerant\‚people around.Yes\‚they just want to live their lives in peace donchaknow.    #TransIdeology #GenderIdeology""",en
rainbowsnook,For anyone else scratching their heads in bewilderment for an explanation why women support #GenderIdeology…  #SexNotGender #NoToSelfID #IStandWithSandiePeggie #JustSayMan,en
rainbowsnook,This has echoes of Savile’s MO all over it…  Why do people refuse to see that #GenderIdeology is a gift for predators? This person should never be platformed on @BBC again #ThisIsTrans   #SexMatters #SexNotGender #NoToSelfID #LGBWithoutTheTQ #LeaveTheKidsAlone #RestoreSafeguarding,en
Roisin_Ni,parenting alone and lon parents children.#MotherAndBabyHomes says it all.   However\‚ as I stated I had a lot of respect for @1familyireland. Then I heard their silence in calling government to account\‚ especially when millions € were allocated to #genderideology nonsense,en
rainbowsnook,This is far superior reporting than @BBCNews or @SkyNews - plain language is used to describe tribunal\‚ not misleading linguistic contortions of #GenderIdeology which confuse readers &amp; conceal the truth @nhsfife   #SexNotGender #NoToSelfID #IStandWithSandiePeggie #DrUptonIsAMan,en
C_U_Said,Potsdam hat einen Olympia-Stützpunkt.  Da sollte das selbstverständlich sein. 👇🏻    #Detrans #genderideology #SaveWomensSports #Trump #Olympia #Frauensport #Feminismus https://t.co/LJb5oVnqYK,de
JBoushka,This little short nails the #genderideology debate: https://t.co/iGsnBBKSvI,en
rainbowsnook,@BBCNews @SkyNews &amp; majority of press suppress &amp; distort the truth &amp; real-life impact of #GenderIdeology @JournalismSEEN   Ordinary women unaware of #SupremeCourt ruling are bullied by organisations like @nhsfife which prioritise cross-dressing men’s feelings over women’s rights,en
coach_os,@Bubblebathgirl Get help brother.  The #GenderIdeology cult is out of control!!,en
RC_awesome,#transpeople #Transgenderism #genderideology #alancumming #jimmykimmellive #superheroes #cultbehavior #billionaire #rcreacts https://t.co/KhSRNrl5AP,qme
juanMauriciofu6,Again another case of abuse from a #lgbtqia #trans that never happens but whenever happens it\'s an anomaly   This fucker and all defending &amp; spreading the #genderideology #inclusiveness and #tolerance fairy tale are just are cult of depraved abusers who preys on children,en
rainbowsnook,@BBCNews continues to push #GenderIdeology on British public - trouble is\‚ many of us no longer believe any headline we read.   What exactly is it about a perverse movement which erases boundaries &amp; sexualises children that so appeals to @BBC?  #Misogyny #DefundTheBBC #SexNotGender,en
darknessintheg1,It has to be said that @NicolaSturgeon in her obsessive promotion of #GenderIdeology has left the entire Public Sector in Scotland holding a colossal crock of shit. I doubt #NHSFife is the only area with issues. https://t.co/hMHa3OPWxv,en
VicIsherwood,@benryanwriter @WSJ This is your next tobacco\‚ asbestos\‚ oxycontin\‚ DDT etc... #GenderIdeology #lawsuits,en
rainbowsnook,‘The public can see clearly who the real “swivel-eyed” loons are: those who lock male rapists in women’s prisons\‚ who drug confused children\‚ &amp; earnestly believe you can be born in the wrong body.’ @Tim_Roca @UKLabour   #GenderIdeology is #Misogyny   #SexNotGender #LGBWithoutTheTQ,en
rainbowsnook,@nhsfife continues to dig itself into a deeper &amp; deeper hole to prop up misogynistic #GenderIdeology #QueerTheory #DEI   Shame on you CEO Carol Potter\‚ Mary Lockhart\‚ Pat Kilpatrick @neilcgray @JNHanvey  #IStandWithSandiePeggie #Tribunal #NHSFife #SexNotGender #NoToSelfID #Misogyny,en
NeuroPoppi39435,If you can’t know your sex without lab work\‚ then you can’t be trans either. You can’t misalign with something you haven’t even identified\‚ muppet #TransIdeology #GenderIdeology #DrUpton #SandiePeggie #NHSFife,en
NeuroPoppi39435,@SteveStuWill So you need a lab test to confirm your sex - but not to declare you\'re trans? What exactly is being ‘trans’ aligning or misaligning with then? #GenderIdeology #TransSupidity #trans,en
rainbowsnook,Many thanks to @JNHanvey for his crucial role supporting a nurse let down by her Union\‚ colleagues &amp; managers. Pernicious indoctrination of #DEI #GenderIdeology #QueerTheory imposed throughout @nhsfife indifferent to the needs of women staff &amp; patients #IStandWithSandiePeggie,en
rainbowsnook,“Sandie Peggie has been put through hell but something good might come of her ordeal if it accelerates regime change. It’s time to overthrow the lanyardocracy.” Shame on you @nhsfife totally corrupted by #GenderIdeology #Misogyny  #IStandWithSandiePeggie #SexNotGender #NoToSelfID,en
sally_ann16844,OMG! Why? This is mental illness! Upset and appalled in equal measure!   #SexNotGender  #TMAW  #GenderIdeology,en
NeuroPoppi39435,If you can’t \'really\' know your sex without DNA\‚ how can you \'really\' know you\'re trans? What are you comparing yourself to - a guess? #TransStupidity #trans #genderideology #terf,en
NeuroPoppi39435,@WRNJersey @jk_rowling If you can’t \'really\' know your sex without DNA\‚ how can you \'really\' know you\'re trans? What are you comparing yourself to - a guess? #TansBullshit #genderideology #terf,en
gandalf66599816,https://t.co/9xuukbRjfo    #PedroPascal #JKRowling #genderideology,qme
rainbowsnook,Summary of this appalling case. Shame on you @nhsfife Shame on the managers\‚ the doctors\‚ the nursing staff and the nursing union all cravenly caving in to #GenderIdeology #QueerTheory #Misogyny #DEI  #IStandWithSandiePeggie #SexNotGender #NoToSelfID #WomensRightsAreHumanRights,en
sally_ann16844,Anyone out there got a tampon for this guy? Nauseating.   #SexNotGender  #TransMisogyny  #GenderIdeology,en
NeuroPoppi39435,Gender clinics are fast-tracking autistic kids into sterilisation. No\‚ that’s not hyperbole. That’s medical fact. #NDwithouttheT #autism #GenderIdeology,en
rainbowsnook,“The Peggie case is but a microcosm of the macro failings apparent across a public sector where immovable stupidity meets unstoppable incompetence”   Get #EDI #GenderIdeology #QueerTheory #Misogny out of @nhsfife    #IStandWithSandiePeggie #SexNotGender #NoToSelfID #Safeguarding,en
rainbowsnook,#IStandWithSandiePeggie   Get #EDI #GenderIdeology #QueerTheory #Misogyny out of public &amp; voluntary sector @nhsfife   #SexNotGender #NoToSelfID,en
rainbowsnook,@nhsfife continues to display its incompetence in the #PeggieVNHSFife and #DrUpton employment tribunal\‚ revealing the extent of its capture by #GenderIdeology #QueerTheory #Stonewall #Misogny    #IStandWithSandiePeggie #SexNotGender #NoToSelfID #RestoreSafeguarding #SexMatters,en
rainbowsnook,Significant victory against @northumbriapol in breach of duty to police impartially - they’ve no business monitoring GC beliefs or prancing alongside fetishists at #Pride bedecked with glitter &amp; rainbows promoting #GenderIdeology #QueerTheory #Misogny  #FreeSpeech #LGBWithoutTheTQ,en
rainbowsnook,Yet another significant win in court! @northumbriapol @RightNUFC   Police should do their job without fear or favour - they should certainly not promote #GenderIdeology #QueerTheory   #NoPrideInPride #LGBWithoutTheTQ #SexNotGender #LeaveTheKidsAlone  #TransWomenAreMen #NoToSelfID,en
rainbowsnook,Thank you Sandie Peggie for your courage &amp; your refusal to bow down to the bullies pushing #GenderIdeology #QueerTheory within @nhsfife   #IStandWithSandiePeggie #SexNotGender #TransWomenAreMen   #WomensRightsAreHumanRights #NoToSelfID #RestoreSafeguarding #WomenWontWheesht,en
kattolikamente,Christian nurse still suspended after using biologically accurate language. #GenderIdeology #LGBT #ProLife  https://t.co/D5DiDi9YKu,en
PaulMaitland_,As with schizophrenia\‚ so\‚ with “trans” (gender dysphoria)\‚ both are mental disorders and require to be treated on the psychiatrists couch. #KeirStarmer #Genderideology #Transideology #stonewall #SkunkOpinion #SkunkVerify,en
TheScelata,"""@aikonriche @AlisonA02620688 @DanniBrener @elonmusk I\'m embarrassed for you.  You quote Kepler\‚ implying you also \""prefer the sharpest criticism of a single intelligent man to the thoughtless approval of the masses\‚\"" yet you\'ve bought into the trendiest of unevidenced claptrap\‚ #GenderIdeology\‚ which is modeled on lazy parenting: https://t.co/LrKao90Rb9""",en
humblebeekeeper,@PeterSweden7 Post 5  🧠 LGBTQ+ ID (Gallup 2025):  • 20.8% of Gen Z  • 23.4% of Gen Z women  📘 CA’s FAIR Act mandates LGBTQ+ curriculum  📈 +25% ID increase in students (CDE\‚ 2024)  Curriculum-driven imprinting\‚ not discovery.  #GenderIdeology,en
NeuroPoppi39435,We created sex-based protections for a reason. Gender ideology ignores that reason. #womensrights #genderideology #mvaw #sexnotgender,en
RygbiAmByth,@trumprealparody No!  Because #GenderIdeology is not based on Science\‚ DNA or gender centric-physiology (Pelvis)    Tell Judge John Bates\‚ to come over to the side of #Democracy\‚ #MAGA - Make America Great Again &amp; #CommonSense:    There are NO #Trans Children;  There are Only Children  #SaveOurChildren https://t.co/sgIkwJlo3e,en
DamonSherrod57,Gender Ideology in Schools: A Dangerous Curriculum?  #GenderIdeology #EducationDebate #SchoolCurriculum #ParentalRights #ChildDevelopment #EducationPolicy #CriticalThinking #ProtectChildren #TraditionalValues #EducationalReform https://t.co/LavJAO2Qfn,en
DamonGaldoNJ,Gender Ideology in Schools: A Dangerous Curriculum?  #GenderIdeology #EducationDebate #SchoolCurriculum #ParentalRights #ChildDevelopment #EducationPolicy #CriticalThinking #ProtectChildren #TraditionalValues #EducationalReform https://t.co/7iq80fyMty,en
america_pulse,Gender Ideology in Schools: A Dangerous Curriculum?  #GenderIdeology #EducationDebate #SchoolCurriculum #ParentalRights #ChildDevelopment #EducationPolicy #CriticalThinking #ProtectChildren #TraditionalValues #EducationalReform https://t.co/EJlUc0DbhS,en
CoservativeSeth,Gender Ideology in Schools: A Dangerous Curriculum?  #GenderIdeology #EducationDebate #SchoolCurriculum #ParentalRights #ChildDevelopment #EducationPolicy #CriticalThinking #ProtectChildren #TraditionalValues #EducationalReform https://t.co/RTpwnvXJs3,en
1FRGVN,@GuntherEagleman It\'s literally a global phenomena now.    Backed by     #PornWorld    and    #GenderIdeology,en
rainbowsnook,Why &amp; how is Gender GP still operating &amp; prescribing toxic drugs to young people confused by #GenderIdeology? Look at the potential effects! “Gender-affirming care” is abuse  @wesstreeting @drlukeevans   #FirstDoNoHarm #CassReport #SexNotGender #LGBWithoutTheTQ #LeaveTheKidsAlone,en
NeuroPoppi39435,Gender ideology tells girls their discomfort with sexism means they must be boys. Gender Critical tells them the system is the problem. #gender #gendercritical #genderideology,en
NeuroPoppi39435,Autistic girls don’t “identify” out of girlhood. They’re socialised out of recognising it. #NDwithouttheT #autism #genderideology,en
